分類,配信内容,配信日,No.,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
弾き語り,弾き語り配信,2025/08/04,2,君の知らない物語,supercell,https://youtu.be/t1f8KghC6o4?t=16m21s,TRUE,,
弾き語り,弾き語り配信,2025/08/04,3,名前のない怪物,EGOIST,https://youtu.be/t1f8KghC6o4?t=28m26s,TRUE,,
弾き語り,弾き語り配信,2025/08/04,4,コネクト,ClariS,https://youtu.be/t1f8KghC6o4?t=36m41s,TRUE,,
弾き語り,弾き語り配信,2025/08/04,5,ホログラム,NICO Touches the Walls,https://youtu.be/t1f8KghC6o4?t=47m,TRUE,,
弾き語り,弾き語り配信,2025/08/04,6,君じゃなきゃタメみたい,オーイシマサヨシ,https://youtu.be/t1f8KghC6o4?t=55m2s,TRUE,,
コラボ,VΔLZオンラインセッション,,,,,https://www.youtube.com/live/6CvtkSwutnw?si=pgyse9EhJ-OtYv0R,,,甲斐田晴、弦月藤士郎、長尾景
歌唱のみ,にじ漢歌祭り,2025/08/24,1,パパンパ！Blue Summer Days,甲斐田晴,https://youtu.be/5z8xwAM829Y?t=1m10s,TRUE,,
歌唱のみ,にじ漢歌祭り,2025/08/24,2,水の記憶,甲斐田晴,https://youtu.be/5z8xwAM829Y?t=6m44s,TRUE,,
歌唱のみ,にじ漢歌祭り,2025/08/24,3,トマトは愛を解さない,甲斐田晴,https://youtu.be/5z8xwAM829Y?t=12m45s,TRUE,,
歌唱のみ,にじ漢歌祭り,2025/08/24,4,されど星の輝きを知る,甲斐田晴,https://youtu.be/5z8xwAM829Y?t=20m18s,TRUE,,
歌唱のみ,にじ漢歌祭り,2025/08/24,5,始まりの理由を,甲斐田晴,https://youtu.be/5z8xwAM829Y?t=24m55s,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",アルス新衣装3Dお披露目,2025/08/25,,あんさんぶる体操,あんさんぶるスターズ！！（佐賀美陣、 椚章臣）,https://youtu.be/UFJuTdZTCoQ?t=2195,TRUE,レオス・ヴィンセント,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,1,Summer and Peace!,にじさんじ,https://www.youtube.com/live/daKnKRRoFTU?si=Ybb5BrK0Yd1Owx3G&t=1885,TRUE,樋口楓、竜胆尊、レヴィ・エリファ、シェリン・バーガンディ、伊波ライ,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,2,雷命,甲斐田晴,https://www.youtube.com/live/daKnKRRoFTU?si=v6TYsQNgUH3RDHmC&t=3015,TRUE,,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,3,DAY×DAY,BLUE ENCOUNT,https://shop.nijisanji.jp/TAG_669,TRUE,伊波ライ,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,4,混沌ブギ,jon-YAKITORY,https://shop.nijisanji.jp/TAG_669,TRUE,竜胆尊,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,5,UNDEAD,YOASOBI,https://shop.nijisanji.jp/TAG_669,TRUE,竜胆尊、レヴィ・エリファ、シェリン・バーガンディ,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,6,死ぬな！,こっちのけんと,https://shop.nijisanji.jp/TAG_669,TRUE,シェリン・バーガンディ、伊波ライ,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,7,恋のメガラバ,マキシマム ザ ホルモン,https://shop.nijisanji.jp/TAG_669,TRUE,樋口楓、レヴィ・エリファ、伊波ライ,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,8,Arc goes oN,にじさんじ,https://shop.nijisanji.jp/TAG_669,TRUE,樋口楓、竜胆尊、レヴィ・エリファ、シェリン・バーガンディ、伊波ライ,
有観客ライブ,にじさんじ WORLD TOUR 2025 Singin’ in the Rainbow！神戸公演,2025/08/30,9,Virtual to LIVE,にじさんじ,https://shop.nijisanji.jp/TAG_669,TRUE,樋口楓、竜胆尊、レヴィ・エリファ、シェリン・バーガンディ、伊波ライ,
弾き語り,弾き語り配信,2025/09/05,1,奏,スキマスイッチ,https://youtu.be/KB0NEBa6svE?t=6m4s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,2,真夏の果実,サザンオールスターズ,https://youtu.be/KB0NEBa6svE?t=13m2s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,3,月光花,Janne Da Arc,https://youtu.be/KB0NEBa6svE?t=20m34s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,4,GLAMOROUS SKY,中島美嘉,https://youtu.be/KB0NEBa6svE?t=28m43s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,5,ブルーバード,いきものがかり,https://youtu.be/KB0NEBa6svE?t=35m24s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,6,ハートリアライズ,Tia,https://youtu.be/KB0NEBa6svE?t=46m14s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,7,Calc.,ジミーサムP,https://youtu.be/KB0NEBa6svE?t=51m15s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,8,青のすみか,キタニタツヤ,https://youtu.be/KB0NEBa6svE?t=59m54s,TRUE,,
弾き語り,弾き語り配信,2025/09/05,9,されど星の輝きを知る,甲斐田晴,https://youtu.be/KB0NEBa6svE?t=67m11s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,1,CHE.R.RY,YUI,https://youtu.be/C1K2phNKJqc?t=6m15s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,2,夏の終わり、恋の始まり,すこっぷ,https://youtu.be/C1K2phNKJqc?t=13m11s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,3,扉,VΔLZ,https://youtu.be/C1K2phNKJqc?t=22m2s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,4,DiVE !N,ROF-MAO,https://youtu.be/C1K2phNKJqc?t=30m5s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,5,アゲハ蝶,ポルノグラフィティ,https://youtu.be/C1K2phNKJqc?t=40m48s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,6,カブトムシ,aiko,https://youtu.be/C1K2phNKJqc?t=51m9s,TRUE,,
弾き語り,弾き語り配信,2025/09/19,7,Virtual to LIVE,にじさんじ,https://youtu.be/C1K2phNKJqc?t=62m,TRUE,,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,1,ドライフラワー,優里,https://www.youtube.com/live/c6Mlp_FyilA?si=XbLGe4ThWN6YxAhP&t=276,TRUE,風楽奏斗、緋八マナ、渚トラウト,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,2,オリオンをなぞる,UNISON SQUARE GARDEN,https://www.youtube.com/live/c6Mlp_FyilA?si=HKY_3230_q25s7Jg&t=1451,TRUE,,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,3,マトリョシカ,ハチ,https://www.youtube.com/live/c6Mlp_FyilA?si=NWixx3NF6XGYBnXR&t=2126,TRUE,風楽奏斗,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,4,敗北の少年,kemu,https://www.youtube.com/live/c6Mlp_FyilA?si=CkYwWzYNGaTwwz6U&t=2493,TRUE,緋八マナ、渚トラウト,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,5,playerX,King Gnu,https://www.youtube.com/live/c6Mlp_FyilA?si=PuNoGgdyNSzFFyjL&t=3914,TRUE,緋八マナ,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,6,Crossing field,LiSA,https://www.youtube.com/live/c6Mlp_FyilA?si=_tlWO0SKhE7zCYr4&t=4500,TRUE,,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,7,別の人の彼女になったよ,Wacci,https://www.youtube.com/live/c6Mlp_FyilA?si=BE1p1SGpldoWzX-_&t=5752,TRUE,風楽奏斗、緋八マナ、渚トラウト,
"コラボ, 歌唱のみ",呼ばせて頂きました歌枠,2025/09/25,8,オトノケ,Creepy Nuts,https://www.youtube.com/live/c6Mlp_FyilA?si=Xnxgk88iafewC4LG&t=6258,TRUE,風楽奏斗、緋八マナ、渚トラウト,
弾き語り,弾き語り配信,2025/10/14,1,115万キロのフィルム,Official髭男Dism,https://youtu.be/ixlpIAfqUWU?t=6m49s,TRUE,,
弾き語り,弾き語り配信,2025/10/14,2,SOUP,VΔLZ,https://youtu.be/ixlpIAfqUWU?t=16m44s,TRUE,,
弾き語り,弾き語り配信,2025/10/14,3,恋,奥華子,https://youtu.be/ixlpIAfqUWU?t=35m,TRUE,,
弾き語り,弾き語り配信,2025/10/14,4,My Dearest,supercell,https://youtu.be/ixlpIAfqUWU?t=44m15s,TRUE,,
弾き語り,弾き語り配信,2025/10/14,5,Good-bye days,YUI,https://youtu.be/ixlpIAfqUWU?t=54m52s,TRUE,,
弾き語り,弾き語り配信,2025/10/14,6,Hello Goodbye＆Hello,熊木杏里,https://youtu.be/ixlpIAfqUWU?t=63m53s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,1,風になる,つじあやの,https://youtu.be/Tbjqmq88NM8?t=9m54s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,2,深愛,水樹奈々,https://youtu.be/Tbjqmq88NM8?t=18m17s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,3,ETERNAL BLAZE,水樹奈々,https://youtu.be/Tbjqmq88NM8?t=25m24s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,4,Pray,水樹奈々,https://youtu.be/Tbjqmq88NM8?t=32m33s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,5,心拍数♯0822,蝶々P,https://youtu.be/Tbjqmq88NM8?t=37m56s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,6,ハナミズキ,一青窈,https://youtu.be/Tbjqmq88NM8?t=44m53s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,7,知っている手紙,ROF-MAO,https://youtu.be/Tbjqmq88NM8?t=54m33s,TRUE,,
弾き語り,弾き語り配信,2025/11/05,8,猫,DISH//,https://youtu.be/Tbjqmq88NM8?t=58m4s,TRUE,,
"歌唱のみ, 3D（オンライン）",甲斐田晴3Dライブ,2025/11/24,1,エンドロールで待ってる,甲斐田晴,https://youtu.be/tG6h83PreFk?t=1s,TRUE,,
"歌唱のみ, 3D（オンライン）",甲斐田晴3Dライブ,2025/11/24,2,ブルーミソロジー,甲斐田晴,https://youtu.be/tG6h83PreFk?t=3m17s,TRUE,,
"歌唱のみ, 3D（オンライン）",甲斐田晴3Dライブ,2025/11/24,3,独白,甲斐田晴,https://youtu.be/tG6h83PreFk?t=6m52s,TRUE,,
"歌唱のみ, 3D（オンライン）",甲斐田晴3Dライブ,2025/11/24,4,されど星の輝きを知る,甲斐田晴,https://youtu.be/tG6h83PreFk?t=10m50s,TRUE,,
"歌唱のみ, 3D（オンライン）",甲斐田晴3Dライブ,2025/11/24,5,始まりの理由を,甲斐田晴,https://youtu.be/tG6h83PreFk?t=13m42s,TRUE,,
"歌唱のみ, 3D（オンライン）",甲斐田晴3Dライブ,2025/11/24,6,声の旅,甲斐田晴,https://youtu.be/tG6h83PreFk?t=16m47s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,1,KING,Kanaria,https://youtu.be/vtcBNyT2poo?t=6m3s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,2,staple stable,戦場ヶ原ひたぎ(斎藤千和),https://youtu.be/vtcBNyT2poo?t=12m59s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,3,ユキトキ,やなぎなぎ,https://youtu.be/vtcBNyT2poo?t=21m30s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,4,MEMORIA,藍井エイル,https://youtu.be/vtcBNyT2poo?t=28m43s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,5,コネクト,ClariS,https://youtu.be/vtcBNyT2poo?t=35m37s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,6,別の人の彼女になったよ,wacci,https://youtu.be/vtcBNyT2poo?t=42m28s,TRUE,,
弾き語り,弾き語り配信,2025/11/25,7,フリージア,Uru,https://youtu.be/vtcBNyT2poo?t=54m36s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,1,恋愛裁判,40mP,https://youtu.be/K_2w1AZEgsk?t=7m20s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,2,砂の惑星,ハチ,https://youtu.be/K_2w1AZEgsk?t=13m15s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,3,クワガタにチョップしたらタイムスリップした,家の裏でマンボウが死んでるP,https://youtu.be/K_2w1AZEgsk?t=21m10s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,4,サウダージ,ポルノグラフィティ,https://youtu.be/K_2w1AZEgsk?t=29m50s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,5,らしさ,SUPER BEAVER,https://youtu.be/K_2w1AZEgsk?t=37m40s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,6,アヤノの幸福理論,じん,https://youtu.be/K_2w1AZEgsk?t=48m1s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,7,スクランブル,SPYAIR,https://youtu.be/K_2w1AZEgsk?t=57m31s,TRUE,,
弾き語り,弾き語り配信,2025/12/07,8,才能が無いから何だ,甲斐田晴,https://youtu.be/K_2w1AZEgsk?t=66m46s,TRUE,,
"アコギ以外, メン限",メン限（配信後ツイート「エレキたまに弾くとおもろすぎる」）,2025/12/20,,（メン限）,,https://www.youtube.com/live/1Ntcz5y60MA?si=-_zEy3ogNl6xYz1z,FALSE,,
弾き語り,弾き語り配信,2025/12/27,1,幽霊東京,Ayase,https://youtu.be/RDkbA_ghOIo?t=9m42s,TRUE,,
弾き語り,弾き語り配信,2025/12/27,2,雪の華,中島美嘉,https://youtu.be/RDkbA_ghOIo?t=16m21s,TRUE,,
弾き語り,弾き語り配信,2025/12/27,3,小さな掌,Aqua Timez,https://youtu.be/RDkbA_ghOIo?t=26m57s,TRUE,,
弾き語り,弾き語り配信,2025/12/27,4,フィクション,sumica,https://youtu.be/RDkbA_ghOIo?t=36m30s,TRUE,,
弾き語り,弾き語り配信,2025/12/27,5,Q＆A リサイタル,戸松遥,https://youtu.be/RDkbA_ghOIo?t=46m9s,TRUE,,
弾き語り,弾き語り配信,2025/12/27,6,Cagayake!GIRLS,放課後ティータイム(桜高軽音部),https://youtu.be/RDkbA_ghOIo?t=52m50s,TRUE,,
弾き語り,弾き語り配信,2025/12/27,7,透明な心臓が泣いていた,甲斐田晴,https://youtu.be/RDkbA_ghOIo?t=63m56s,TRUE,,
"コラボ, 歌唱のみ",篠宮ゆの誕生日記念歌枠,2026/01/09,,Reason!!,315 STARS,https://www.youtube.com/live/Q57APDNikdg?si=U6WI2BN326VSGjNm&t=5680,TRUE,篠宮ゆの,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,1,透明な心臓が泣いていた,甲斐田晴,https://youtu.be/89z3fwh6o38?t=11m51s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,2,素顔のままでいて,甲斐田晴,https://youtu.be/89z3fwh6o38?t=19m22s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,3,パパンパ！Blue Summer Days,甲斐田晴,https://youtu.be/89z3fwh6o38?t=28m44s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,4,cycle,甲斐田晴,https://youtu.be/89z3fwh6o38?t=35m52s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,5,一瞬と一生,甲斐田晴,https://youtu.be/89z3fwh6o38?t=42m54s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,6,UNSEEN TREASURES,甲斐田晴,https://youtu.be/89z3fwh6o38?t=53m52s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,7,声の旅,甲斐田晴,https://youtu.be/89z3fwh6o38?t=64m24s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,8,水の記憶,甲斐田晴,https://youtu.be/89z3fwh6o38?t=74m45s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,9,才能が無いから何だ,甲斐田晴,https://youtu.be/89z3fwh6o38?t=84m14s,TRUE,,
歌唱のみ,トマト料理を食べたら1曲歌える歌枠,2026/01/20,10,トマトは愛を解さない,甲斐田晴,https://youtu.be/89z3fwh6o38?t=93m27s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,1,粉雪,レミオロメン,https://youtu.be/fHDBHIVlh84?t=6m39s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,2,しわ,buzzG,https://youtu.be/fHDBHIVlh84?t=14m22s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,3,津軽海峡・冬景色,石川さゆり,https://youtu.be/fHDBHIVlh84?t=23m39s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,4,UNION,OxT,https://youtu.be/fHDBHIVlh84?t=33m12s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,5,ドライフラワー,優里,https://youtu.be/fHDBHIVlh84?t=40m56s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,6,COLORS,FLOW,https://youtu.be/fHDBHIVlh84?t=48m16s,TRUE,,
弾き語り,弾き語り配信,2026/02/07,7,この場所で,甲斐田晴,https://youtu.be/fHDBHIVlh84?t=56m8s,TRUE,,
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2026/02/21,,GO!!!,FLOW,https://youtu.be/FYiAJ9rF_7g?t=5m16s,TRUE,,
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2026/02/21,,ピースサイン,米津玄師,https://youtu.be/FYiAJ9rF_7g?t=16m42s,TRUE,,
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2026/02/21,,ALONES,Aqua Timez,https://youtu.be/FYiAJ9rF_7g?t=21m47s,TRUE,,
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2026/02/21,,初めての恋が終わる時,ryo(supercell),https://youtu.be/FYiAJ9rF_7g?t=46m27s,TRUE,,
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2026/02/21,,ここにしか咲かない花,コブクロ,https://youtu.be/FYiAJ9rF_7g?t=71m8s,TRUE,,
"コラボ, 歌唱のみ",VΔLZオフ歌枠,2026/02/21,,シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://youtu.be/FYiAJ9rF_7g?t=80m6s,TRUE,,
弾き語り,弾き語り配信,2026/02/25,1,シルエット,KANA-BOON,https://youtu.be/x7riSqt46s8?t=6m14s,TRUE,,
弾き語り,弾き語り配信,2026/02/25,2,ほうき星,ユンナ,https://youtu.be/x7riSqt46s8?t=14m22s,TRUE,,
弾き語り,弾き語り配信,2026/02/25,3,カタオモイ,Aimer,https://youtu.be/x7riSqt46s8?t=21m5s,TRUE,,
弾き語り,弾き語り配信,2026/02/25,4,チョコレート・トレイン,PENGUINS PROJECT,https://youtu.be/x7riSqt46s8?t=27m53s,TRUE,,
弾き語り,弾き語り配信,2026/02/25,5,心予報,Eve,https://youtu.be/x7riSqt46s8?t=34m30s,TRUE,,
弾き語り,弾き語り配信,2026/02/25,6,サウダージ,ポルノグラフィティ,https://youtu.be/x7riSqt46s8?t=55m,TRUE,,
弾き語り,弾き語り配信,2026/02/25,7,才能が無いから何だ,甲斐田晴,https://youtu.be/x7riSqt46s8?t=62m20s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,1,さくら(独唱),森山直太朗,https://youtu.be/HBhHq-4QROY?t=13m43s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,2,旅たちの日に・・・,川嶋あい,https://youtu.be/HBhHq-4QROY?t=19m50s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,3,MANKAI☆開花宣言,A3ders!,https://youtu.be/HBhHq-4QROY?t=26m48s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,4,となりのトトロ,井上あずみ,https://youtu.be/HBhHq-4QROY?t=36m10s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,5,さよならメモリーズ,supercell,https://youtu.be/HBhHq-4QROY?t=43m46s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,6,Hurrah!!,にじさんじ,https://youtu.be/HBhHq-4QROY?t=60m42s,TRUE,,
弾き語り,弾き語り配信,2026/03/27,7,水の記憶,甲斐田晴,https://youtu.be/HBhHq-4QROY?t=71m51s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,1,Shiny Sunny Step,甲斐田晴,https://youtu.be/i3WZne0e0EQ?t=10m24s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,2,虹,Aqua Timez,https://youtu.be/i3WZne0e0EQ?t=19m48s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,3,青空のナミダ,高橋瞳,https://youtu.be/i3WZne0e0EQ?t=30m18s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,4,RAIN,SEKAI NO OWARI,https://youtu.be/i3WZne0e0EQ?t=38m42s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,5,タイヨウのうた,Kaoru Amane,https://youtu.be/i3WZne0e0EQ?t=44m34s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,6,キラメキ,wacci,https://youtu.be/i3WZne0e0EQ?t=55m19s,TRUE,,
弾き語り,弾き語り配信,2026/04/14,7,月が綺麗だ。,甲斐田晴,https://youtu.be/i3WZne0e0EQ?t=62m58s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,1,ぼくのヒーロー,甲斐田晴,https://youtu.be/FfdoR4GmM8I?t=6m10s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,2,メリッサ,ポルノグラフィティ,https://youtu.be/FfdoR4GmM8I?t=14m2s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,3,ピースサイン,米津玄師,https://youtu.be/FfdoR4GmM8I?t=21m38s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,4,ニア,夏代孝明,https://youtu.be/FfdoR4GmM8I?t=29m35s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,5,シルシ,LiSA,https://youtu.be/FfdoR4GmM8I?t=37m10s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,6,All Alone With You,EGOIST,https://youtu.be/FfdoR4GmM8I?t=44m11s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,7,エウテルペ,EGOIST,https://youtu.be/FfdoR4GmM8I?t=55m19s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,8,Departures～あなたにおくるアイの歌～,EGOIST,https://youtu.be/FfdoR4GmM8I?t=60m50s,TRUE,,
弾き語り,弾き語り配信,2026/05/05,9,何色,甲斐田晴,https://youtu.be/FfdoR4GmM8I?t=73m58s,TRUE,,
弾き語り,弾き語り配信,2026/05/20,1,君に届け,flumpool,https://youtu.be/gO4ctt-m3Pk?t=6m29s,TRUE,,
弾き語り,弾き語り配信,2026/05/20,2,ミックスナッツ,Official髭男dism,https://youtu.be/gO4ctt-m3Pk?t=14m31s,TRUE,,
弾き語り,弾き語り配信,2026/05/20,3,インフェルノ,Mrs.GREEN APPLE,https://youtu.be/gO4ctt-m3Pk?t=24m44s,TRUE,,
弾き語り,弾き語り配信,2026/05/20,4,オツキミリサイタル,じん,https://youtu.be/gO4ctt-m3Pk?t=33m,TRUE,,
弾き語り,弾き語り配信,2026/05/20,5,太陽の楽園～Promised Land～,神戸みゆき,https://youtu.be/gO4ctt-m3Pk?t=53m17s,TRUE,,
弾き語り,弾き語り配信,2026/05/20,6,残酷な天使のテーゼ,高橋洋子,https://youtu.be/gO4ctt-m3Pk?t=66m46s,TRUE,,
弾き語り,弾き語り配信,2026/06/12,1,才能が無いから何だ,甲斐田晴,https://youtu.be/b0dNzt9Fek8?t=7m12s,TRUE,,
弾き語り,弾き語り配信,2026/06/12,2,"rain stops, good-bye",におP,https://youtu.be/b0dNzt9Fek8?t=12m24s,TRUE,,
弾き語り,弾き語り配信,2026/06/12,3,アムリタ,牧野由依,https://youtu.be/b0dNzt9Fek8?t=20m48s,TRUE,,
弾き語り,弾き語り配信,2026/06/12,4,366日,HY,https://youtu.be/b0dNzt9Fek8?t=28m40s,TRUE,,
弾き語り,弾き語り配信,2026/06/12,5,宿命,Official髭男dism,https://youtu.be/b0dNzt9Fek8?t=44m,TRUE,,
弾き語り,弾き語り配信,2026/06/12,6,青いベンチ,サスケ,https://youtu.be/b0dNzt9Fek8?t=51m8s,TRUE,,
弾き語り,弾き語り配信,2026/06/12,7,小さきもの,林明日香,https://youtu.be/b0dNzt9Fek8?t=61m3s,TRUE,,
